X,Y,Z
411.0,0.0,-1.723099946975708
412.0,0.0,-1.7359999418258667
413.0,0.0,-1.6854000091552734
414.0,0.0,-1.7295000553131104
415.0,0.0,-1.690999984741211
416.0,0.0,-1.7044999599456787
417.0,0.0,-1.6927000284194946
418.0,0.0,-1.7167999744415283
419.0,0.0,-1.705899953842163
420.0,0.0,-1.6442999839782715
421.0,0.0,-1.6675000190734863
422.0,0.0,-1.6986000537872314
423.0,0.0,-1.6848000288009644
424.0,0.0,-1.6418999433517456
425.0,0.0,-1.6375999450683594
426.0,0.0,-1.569700002670288
427.0,0.0,-1.4259999990463257
428.0,0.0,-1.3730000257492065
429.0,0.0,-1.3910000324249268
430.0,0.0,-1.1627000570297241
431.0,0.0,-1.2359000444412231
432.0,0.0,-1.194000005722046
433.0,0.0,-1.0960999727249146
434.0,0.0,-1.0822999477386475
435.0,0.0,-1.0283000469207764
436.0,0.0,-1.0585999488830566
439.0,0.0,-0.9987000226974487
440.0,0.0,-0.8467000126838684
441.0,0.0,-0.6320000290870667
442.0,0.0,-0.6270999908447266
443.0,0.0,-0.8766000270843506
444.0,0.0,-0.8149999976158142
447.0,0.0,-0.5497000217437744
448.0,0.0,-0.564300000667572
449.0,0.0,-0.38499999046325684
452.0,0.0,-0.2224999964237213
453.0,0.0,-0.3019999861717224
454.0,0.0,-0.2867000102996826
455.0,0.0,-0.39320001006126404
456.0,0.0,-0.31369999051094055
457.0,0.0,-0.20640000700950623
458.0,0.0,-0.17470000684261322
459.0,0.0,-0.15129999816417694
460.0,0.0,-0.05810000002384186
461.0,0.0,-0.09539999812841415
462.0,0.0,-0.15240000188350677
463.0,0.0,-0.12200000137090683
464.0,0.0,-0.15719999372959137
465.0,0.0,-0.0820000022649765
466.0,0.0,-0.07850000262260437
467.0,0.0,-0.08799999952316284
468.0,0.0,-0.050999999046325684
473.0,0.0,0.25699999928474426
476.0,0.0,0.3070000112056732
477.0,0.0,0.20890000462532043
478.0,0.0,0.26489999890327454
479.0,0.0,0.23119999468326569
480.0,0.0,0.2581000030040741
481.0,0.0,0.24369999766349792
482.0,0.0,0.25780001282691956
483.0,0.0,0.2648000121116638
484.0,0.0,0.2786000072956085
485.0,0.0,0.28369998931884766
486.0,0.0,0.31709998846054077
487.0,0.0,0.3118000030517578
488.0,0.0,0.3158999979496002
489.0,0.0,0.3239000141620636
490.0,0.0,0.30090001225471497
491.0,0.0,0.3206999897956848
492.0,0.0,0.3343000113964081
493.0,0.0,0.34299999475479126
494.0,0.0,0.3553999960422516
495.0,0.0,0.3700000047683716
496.0,0.0,0.4740999937057495
497.0,0.0,0.44519999623298645
498.0,0.0,0.46140000224113464
499.0,0.0,0.47279998660087585
507.0,0.0,0.4235999882221222
508.0,0.0,0.4207000136375427
509.0,0.0,0.4250999987125397
510.0,0.0,0.4431999921798706
511.0,0.0,0.44179999828338623
512.0,0.0,0.4627000093460083
513.0,0.0,0.4668000042438507
514.0,0.0,0.4505999982357025
515.0,0.0,0.4853000044822693
516.0,0.0,0.43689998984336853
517.0,0.0,0.49950000643730164
518.0,0.0,0.4934999942779541
519.0,0.0,0.5849999785423279
533.0,0.0,0.6714000105857849
534.0,0.0,0.5928999781608582
535.0,0.0,0.5954999923706055
536.0,0.0,0.6039000153541565
537.0,0.0,0.6043999791145325
538.0,0.0,0.6233999729156494
539.0,0.0,0.6313999891281128
540.0,0.0,0.6621999740600586
541.0,0.0,0.6672999858856201
542.0,0.0,0.6920999884605408
543.0,0.0,0.739799976348877
544.0,0.0,0.7347000241279602
546.0,0.0,0.6176999807357788
547.0,0.0,0.6119999885559082
548.0,0.0,0.5777000188827515
549.0,0.0,0.6036999821662903
550.0,0.0,0.6445000171661377
551.0,0.0,0.638700008392334
552.0,0.0,0.5978000164031982
553.0,0.0,0.6055999994277954
554.0,0.0,0.7541000247001648
555.0,0.0,0.7942000031471252
556.0,0.0,0.704200029373169
557.0,0.0,0.6758999824523926
558.0,0.0,0.733299970626831
559.0,0.0,0.7347000241279602
560.0,0.0,0.7386000156402588
561.0,0.0,0.7107999920845032
562.0,0.0,0.6261000037193298
563.0,0.0,0.5932999849319458
564.0,0.0,0.7638000249862671
565.0,0.0,0.7746999859809875
566.0,0.0,0.7727000117301941
567.0,0.0,0.8073999881744385
568.0,0.0,0.7630000114440918
570.0,0.0,0.7871000170707703
571.0,0.0,0.7851999998092651
572.0,0.0,0.7389000058174133
573.0,0.0,0.7170000076293945
574.0,0.0,0.7293999791145325
575.0,0.0,0.7226999998092651
576.0,0.0,0.7017999887466431
577.0,0.0,0.7132999897003174
578.0,0.0,0.7121000289916992
579.0,0.0,0.724399983882904
580.0,0.0,0.7382000088691711
581.0,0.0,0.7591000199317932
582.0,0.0,0.7475000023841858
583.0,0.0,0.7716000080108643
584.0,0.0,0.7662000060081482
585.0,0.0,0.7609000205993652
586.0,0.0,0.7671999931335449
587.0,0.0,0.7838000059127808
588.0,0.0,0.7778000235557556
589.0,0.0,0.7802000045776367
590.0,0.0,0.7822999954223633
591.0,0.0,0.8027999997138977
592.0,0.0,0.7944999933242798
593.0,0.0,0.8019999861717224
594.0,0.0,0.8050000071525574
595.0,0.0,0.8274999856948853
596.0,0.0,0.8300999999046326
597.0,0.0,0.8389000296592712
598.0,0.0,0.8296999931335449
599.0,0.0,0.8237000107765198
600.0,0.0,0.838699996471405
601.0,0.0,0.8379999995231628
602.0,0.0,0.8384000062942505
603.0,0.0,0.8478999733924866
604.0,0.0,0.8629000186920166
605.0,0.0,0.8432999849319458
606.0,0.0,0.8705000281333923
607.0,0.0,0.8658000230789185
608.0,0.0,0.8720999956130981
609.0,0.0,0.871999979019165
610.0,0.0,0.8748999834060669
611.0,0.0,0.8651000261306763
612.0,0.0,0.8608999848365784
613.0,0.0,0.8647000193595886
614.0,0.0,0.8593999743461609
615.0,0.0,0.876800000667572
616.0,0.0,0.8831999897956848
617.0,0.0,0.8536999821662903
618.0,0.0,0.8442000150680542
619.0,0.0,0.826200008392334
620.0,0.0,0.8611999750137329
621.0,0.0,0.867900013923645
622.0,0.0,0.8277000188827515
623.0,0.0,0.8555999994277954
624.0,0.0,0.9399999976158142
625.0,0.0,0.9027000069618225
626.0,0.0,0.9042999744415283
627.0,0.0,1.0049999952316284
628.0,0.0,0.9552000164985657
629.0,0.0,0.9869999885559082
630.0,0.0,0.8428000211715698
631.0,0.0,0.8202999830245972
632.0,0.0,0.8999999761581421
633.0,0.0,0.9595999717712402
634.0,0.0,1.0351999998092651
635.0,0.0,1.0887999534606934
636.0,0.0,0.9621000289916992
637.0,0.0,0.9897000193595886
638.0,0.0,0.9057000279426575
639.0,0.0,0.9150000214576721
640.0,0.0,0.9465000033378601
641.0,0.0,0.9672999978065491
642.0,0.0,0.9695000052452087
643.0,0.0,0.9189000129699707
644.0,0.0,0.9050999879837036
645.0,0.0,0.9126999974250793
647.0,0.0,0.9175999760627747
648.0,0.0,0.9118000268936157
649.0,0.0,0.9707000255584717
650.0,0.0,1.0232000350952148
651.0,0.0,0.9736999869346619
652.0,0.0,0.9728000164031982
653.0,0.0,0.8870999813079834
654.0,0.0,0.9513000249862671
655.0,0.0,0.9578999876976013
656.0,0.0,1.0256999731063843
657.0,0.0,1.029099941253662
658.0,0.0,0.9153000116348267
659.0,0.0,0.7979000210762024
666.0,0.0,0.9567999839782715
667.0,0.0,0.9089000225067139
668.0,0.0,0.852400004863739
669.0,0.0,0.8485000133514404
671.0,0.0,1.1167999505996704
678.0,0.0,0.652999997138977
679.0,0.0,0.6769999861717224
681.0,0.0,0.8650000095367432
683.0,0.0,0.8531000018119812
684.0,0.0,0.8672999739646912
685.0,0.0,0.8434000015258789
686.0,0.0,0.8815000057220459
687.0,0.0,0.9175999760627747
688.0,0.0,0.9448000192642212
689.0,0.0,0.8791999816894531
690.0,0.0,0.85589998960495
691.0,0.0,0.8169000148773193
696.0,0.0,0.8291000127792358
697.0,0.0,0.6912000179290771
698.0,0.0,0.7961000204086304
699.0,0.0,0.7720000147819519
700.0,0.0,0.7748000025749207
701.0,0.0,0.7692999839782715
702.0,0.0,0.7957000136375427
703.0,0.0,0.786899983882904
704.0,0.0,0.8199999928474426
705.0,0.0,0.7828999757766724
706.0,0.0,0.7242000102996826
707.0,0.0,0.7919999957084656
708.0,0.0,0.8342000246047974
709.0,0.0,0.800599992275238
710.0,0.0,0.8578000068664551
711.0,0.0,0.8217999935150146
713.0,0.0,0.8129000067710876
714.0,0.0,0.8033999800682068
715.0,0.0,0.8012999892234802
716.0,0.0,0.7975000143051147
717.0,0.0,0.779699981212616
718.0,0.0,0.7854999899864197
719.0,0.0,0.7908999919891357
720.0,0.0,0.8119999766349792
721.0,0.0,0.8130999803543091
722.0,0.0,0.8004000186920166
723.0,0.0,0.8011000156402588
724.0,0.0,0.8198999762535095
725.0,0.0,0.8162999749183655
726.0,0.0,0.8040000200271606
727.0,0.0,0.7876999974250793
728.0,0.0,0.7785000205039978
729.0,0.0,0.7811999917030334
730.0,0.0,0.7795000076293945
731.0,0.0,0.7760999798774719
732.0,0.0,0.7671999931335449
733.0,0.0,0.7555999755859375
734.0,0.0,0.7114999890327454
735.0,0.0,0.6829000115394592
736.0,0.0,0.6880999803543091
737.0,0.0,0.6499999761581421
738.0,0.0,0.6553999781608582
739.0,0.0,0.6008999943733215
740.0,0.0,0.6080999970436096
741.0,0.0,0.6051999926567078
742.0,0.0,0.6506999731063843
747.0,0.0,0.8539999723434448
748.0,0.0,0.785099983215332
749.0,0.0,0.7800999879837036
750.0,0.0,0.8044999837875366
751.0,0.0,0.8507999777793884
752.0,0.0,0.8471999764442444
753.0,0.0,0.8598999977111816
754.0,0.0,0.9046000242233276
755.0,0.0,0.8996000289916992
756.0,0.0,0.900600016117096
757.0,0.0,0.8968999981880188
758.0,0.0,0.9549999833106995
759.0,0.0,0.8937000036239624
760.0,0.0,0.8773999810218811
761.0,0.0,0.8804000020027161
762.0,0.0,0.9085000157356262
763.0,0.0,0.9253000020980835
764.0,0.0,0.9003000259399414
765.0,0.0,0.9286999702453613
766.0,0.0,0.8644999861717224
767.0,0.0,0.838100016117096
768.0,0.0,0.76419997215271
769.0,0.0,0.7858999967575073
770.0,0.0,0.7821000218391418
771.0,0.0,0.7480000257492065
772.0,0.0,0.6888999938964844
773.0,0.0,0.6460000276565552
774.0,0.0,0.6883999705314636
775.0,0.0,0.6679999828338623
776.0,0.0,0.708299994468689
777.0,0.0,0.6614000201225281
782.0,0.0,-0.2621999979019165
783.0,0.0,-0.5206000208854675
784.0,0.0,-0.8528000116348267
785.0,0.0,-1.1478999853134155
786.0,0.0,-1.378000020980835
787.0,0.0,-1.5551999807357788
788.0,0.0,-1.7171000242233276
789.0,0.0,-1.9924999475479126
830.0,0.0,-1.955199956893921
831.0,0.0,-1.857100009918213
832.0,0.0,-1.5467000007629395
833.0,0.0,-1.5389000177383423
834.0,0.0,-1.3305000066757202
835.0,0.0,-1.0432000160217285
836.0,0.0,-0.8137000203132629
837.0,0.0,-0.5503000020980835
838.0,0.0,-0.358599990606308
839.0,0.0,-0.06650000065565109
840.0,0.0,0.0714000016450882
841.0,0.0,0.08229999989271164
842.0,0.0,0.10670000314712524
843.0,0.0,0.11150000244379044
844.0,0.0,0.1256999969482422
845.0,0.0,0.13580000400543213
846.0,0.0,0.16169999539852142
847.0,0.0,0.1712000072002411
848.0,0.0,0.17100000381469727
849.0,0.0,0.18250000476837158
850.0,0.0,0.17829999327659607
851.0,0.0,0.20440000295639038
852.0,0.0,0.22689999639987946
853.0,0.0,0.23090000450611115
854.0,0.0,0.23829999566078186
855.0,0.0,0.23569999635219574
856.0,0.0,0.25609999895095825
857.0,0.0,0.26510000228881836
858.0,0.0,0.2694000005722046
859.0,0.0,0.29159998893737793
860.0,0.0,0.29750001430511475
861.0,0.0,0.29789999127388
862.0,0.0,0.30230000615119934
863.0,0.0,0.3197000026702881
864.0,0.0,0.33629998564720154
865.0,0.0,0.3467000126838684
866.0,0.0,0.3549000024795532
867.0,0.0,0.3659000098705292
868.0,0.0,0.3785000145435333
869.0,0.0,0.39800000190734863
870.0,0.0,0.4187999963760376
871.0,0.0,0.39719998836517334
872.0,0.0,0.4325000047683716
873.0,0.0,0.44369998574256897
874.0,0.0,0.4507000148296356
875.0,0.0,0.447299987077713
876.0,0.0,0.47540000081062317
877.0,0.0,0.49140000343322754
878.0,0.0,0.49559998512268066
879.0,0.0,0.4921000003814697
880.0,0.0,0.5254999995231628
881.0,0.0,0.5411999821662903
882.0,0.0,0.5551999807357788
883.0,0.0,0.5719000101089478
884.0,0.0,0.5917999744415283
885.0,0.0,0.6061000227928162
886.0,0.0,0.6171000003814697
887.0,0.0,0.6482999920845032
888.0,0.0,0.659600019454956
889.0,0.0,0.6650000214576721
890.0,0.0,0.6876000165939331
891.0,0.0,0.6851000189781189
892.0,0.0,0.684499979019165
893.0,0.0,0.6815999746322632
894.0,0.0,0.6274999976158142
895.0,0.0,0.609499990940094
896.0,0.0,0.6614999771118164
897.0,0.0,0.6620000004768372
898.0,0.0,0.6870999932289124
899.0,0.0,0.7182999849319458
900.0,0.0,0.7264000177383423
901.0,0.0,0.7189000248908997
902.0,0.0,0.7192000150680542
903.0,0.0,0.6955999732017517
904.0,0.0,0.6675999760627747
905.0,0.0,0.6438000202178955
906.0,0.0,0.6445000171661377
907.0,0.0,0.6711999773979187
908.0,0.0,0.6822999715805054
909.0,0.0,0.7182999849319458
910.0,0.0,0.7171000242233276
911.0,0.0,0.7627000212669373
912.0,0.0,0.7670999765396118
913.0,0.0,0.7777000069618225
914.0,0.0,0.7914000153541565
915.0,0.0,0.7958999872207642
916.0,0.0,0.7936999797821045
917.0,0.0,0.7997999787330627
918.0,0.0,0.8019999861717224
919.0,0.0,0.8093000054359436
920.0,0.0,0.7087000012397766
921.0,0.0,0.7275999784469604
922.0,0.0,0.6969000101089478
923.0,0.0,0.7207000255584717
924.0,0.0,0.7124999761581421
925.0,0.0,0.6920999884605408
926.0,0.0,0.6990000009536743
927.0,0.0,0.6933000087738037
928.0,0.0,0.6791999936103821
929.0,0.0,0.6626999974250793
930.0,0.0,0.6315000057220459
931.0,0.0,0.6510000228881836
932.0,0.0,0.6758999824523926
933.0,0.0,0.7006999850273132
934.0,0.0,0.7143999934196472
935.0,0.0,0.7225000262260437
936.0,0.0,0.7325999736785889
937.0,0.0,0.73580002784729
938.0,0.0,0.7447999715805054
939.0,0.0,0.7597000002861023
940.0,0.0,0.8258000016212463
942.0,0.0,0.8970000147819519
943.0,0.0,0.8483999967575073
944.0,0.0,0.7738999724388123
945.0,0.0,0.7795000076293945
946.0,0.0,0.7681999802589417
947.0,0.0,0.7696999907493591
948.0,0.0,0.7491999864578247
949.0,0.0,0.7669000029563904
950.0,0.0,0.7728999853134155
951.0,0.0,0.7441999912261963
952.0,0.0,0.7583000063896179
953.0,0.0,0.7623000144958496
954.0,0.0,0.744700014591217
955.0,0.0,0.7858999967575073
956.0,0.0,0.7470999956130981
957.0,0.0,0.7555999755859375
958.0,0.0,0.766700029373169
959.0,0.0,0.7508999705314636
960.0,0.0,0.7199000120162964
961.0,0.0,0.7213000059127808
962.0,0.0,0.7307000160217285
963.0,0.0,0.7149999737739563
964.0,0.0,0.7116000056266785
965.0,0.0,0.7189000248908997
966.0,0.0,0.7153000235557556
967.0,0.0,0.7282000184059143
968.0,0.0,0.7210000157356262
969.0,0.0,0.7378000020980835
970.0,0.0,0.7110000252723694
971.0,0.0,0.713100016117096
972.0,0.0,0.7171000242233276
973.0,0.0,0.704200029373169
974.0,0.0,0.7268000245094299
975.0,0.0,0.7182000279426575
976.0,0.0,0.7186999917030334
977.0,0.0,0.7312999963760376
978.0,0.0,0.7226999998092651
979.0,0.0,0.7275999784469604
980.0,0.0,0.7468000054359436
981.0,0.0,0.7350000143051147
982.0,0.0,0.7357000112533569
983.0,0.0,0.7541000247001648
984.0,0.0,0.7480000257492065
985.0,0.0,0.7542999982833862
986.0,0.0,0.7494000196456909
987.0,0.0,0.7329000234603882
988.0,0.0,0.7408999800682068
989.0,0.0,0.7329999804496765
990.0,0.0,0.8025000095367432
991.0,0.0,0.7964000105857849
992.0,0.0,0.8118000030517578
993.0,0.0,0.725600004196167
994.0,0.0,0.7132999897003174
995.0,0.0,0.7178000211715698
996.0,0.0,0.7064999938011169
997.0,0.0,0.7128999829292297
998.0,0.0,0.6969000101089478
999.0,0.0,0.7023000121116638
1000.0,0.0,0.6758000254631042
1001.0,0.0,0.6869999766349792
1002.0,0.0,0.6802999973297119
1003.0,0.0,0.6740000247955322
1004.0,0.0,0.6646000146865845
1005.0,0.0,0.6460999846458435
1006.0,0.0,0.644599974155426
1007.0,0.0,0.6565999984741211
1008.0,0.0,0.6518999934196472
1009.0,0.0,0.652999997138977
1010.0,0.0,0.6556000113487244
1011.0,0.0,0.6930000185966492
1012.0,0.0,0.682699978351593
1013.0,0.0,0.6747000217437744
1014.0,0.0,0.6801000237464905
1015.0,0.0,0.7195000052452087
1016.0,0.0,0.6223999857902527
1017.0,0.0,0.677299976348877
1018.0,0.0,0.7085000276565552
1020.0,0.0,0.7475000023841858
1021.0,0.0,0.7350000143051147
1022.0,0.0,0.724399983882904
1023.0,0.0,0.7139999866485596
1024.0,0.0,0.6865000128746033
1025.0,0.0,0.6780999898910522
1026.0,0.0,0.6773999929428101
1027.0,0.0,0.7289000153541565
1028.0,0.0,0.7566999793052673
1029.0,0.0,0.7093999981880188
1030.0,0.0,0.70660001039505
1031.0,0.0,0.6948000192642212
1032.0,0.0,0.6855000257492065
1033.0,0.0,0.6880000233650208
1034.0,0.0,0.6807000041007996
1035.0,0.0,0.6766999959945679
1036.0,0.0,0.6991999745368958
1037.0,0.0,0.6769999861717224
1038.0,0.0,0.6919999718666077
1039.0,0.0,0.7182999849319458
1040.0,0.0,0.7353000044822693
1041.0,0.0,0.7236999869346619
1042.0,0.0,0.7529000043869019
1043.0,0.0,0.7598000168800354
1044.0,0.0,0.7717999815940857
1045.0,0.0,0.7741000056266785
1046.0,0.0,0.7656000256538391
1047.0,0.0,0.7649000287055969
1048.0,0.0,0.7835999727249146
1049.0,0.0,0.7768999934196472
1050.0,0.0,0.7602999806404114
1051.0,0.0,0.7664999961853027
1052.0,0.0,0.7645999789237976
1053.0,0.0,0.7889999747276306
1066.0,0.0,0.7903000116348267
1068.0,0.0,0.8030999898910522
1069.0,0.0,0.8076000213623047
1070.0,0.0,0.7915999889373779
1071.0,0.0,0.7408000230789185
1072.0,0.0,0.7444000244140625
1073.0,0.0,0.699400007724762
1074.0,0.0,0.6834999918937683
1075.0,0.0,0.6754999756813049
1076.0,0.0,0.6669999957084656
1133.0,0.0,0.6427000164985657
1134.0,0.0,0.6344000101089478
1135.0,0.0,0.6122999787330627
1136.0,0.0,0.6179999709129333
1137.0,0.0,0.5848000049591064
1138.0,0.0,0.5730000138282776
1139.0,0.0,0.5805000066757202
1140.0,0.0,0.5902000069618225
1141.0,0.0,0.551800012588501
1142.0,0.0,0.5835999846458435
1143.0,0.0,0.592199981212616
1144.0,0.0,0.5648999810218811
1268.0,0.0,0.6880000233650208
1269.0,0.0,0.7073000073432922
1270.0,0.0,0.7318000197410583
1271.0,0.0,0.6759999990463257
1272.0,0.0,0.6704000234603882
1273.0,0.0,0.6697999835014343
1274.0,0.0,0.6699000000953674
1275.0,0.0,0.6539000272750854
1276.0,0.0,0.6704999804496765
1277.0,0.0,0.6467999815940857
1278.0,0.0,0.6473000049591064
1279.0,0.0,0.632099986076355
1280.0,0.0,0.6132000088691711
1281.0,0.0,0.6147000193595886
1282.0,0.0,0.583899974822998
1283.0,0.0,0.5949000120162964
1284.0,0.0,0.5669000148773193
1285.0,0.0,0.5598000288009644
1286.0,0.0,0.5508000254631042
1287.0,0.0,0.5594000220298767
1288.0,0.0,0.5479999780654907
1289.0,0.0,0.5383999943733215
1290.0,0.0,0.482699990272522
1291.0,0.0,0.43689998984336853
1292.0,0.0,0.4343999922275543
1293.0,0.0,0.45809999108314514
1294.0,0.0,0.476500004529953
1295.0,0.0,0.4839000105857849
1296.0,0.0,0.48399999737739563
1297.0,0.0,0.46700000762939453
1298.0,0.0,0.47839999198913574
1299.0,0.0,0.47110000252723694
1300.0,0.0,0.4957999885082245
1301.0,0.0,0.5016999840736389
1302.0,0.0,0.5752000212669373
1303.0,0.0,0.5889999866485596
1304.0,0.0,0.5918999910354614
1305.0,0.0,0.5831999778747559
1306.0,0.0,0.6097999811172485
1307.0,0.0,0.640500009059906
1308.0,0.0,0.6568999886512756
1393.0,0.0,3.4205000400543213
1394.0,0.0,3.414599895477295
1395.0,0.0,3.3901000022888184
1396.0,0.0,3.3738999366760254
1397.0,0.0,3.3566999435424805
1398.0,0.0,3.3362998962402344
1399.0,0.0,3.3250999450683594
1400.0,0.0,3.335599899291992
1401.0,0.0,3.325700044631958
1402.0,0.0,3.3071000576019287
1403.0,0.0,3.3032000064849854
1404.0,0.0,3.3013999462127686
1405.0,0.0,3.2906999588012695
1406.0,0.0,3.262500047683716
1407.0,0.0,3.2734999656677246
1408.0,0.0,3.283900022506714
1409.0,0.0,3.300600051879883
1410.0,0.0,3.2809998989105225
1411.0,0.0,3.259000062942505
1412.0,0.0,3.2518999576568604
